title,original_language,release_date,popularity,budget,revenue,runtime,status,genres
Troublesome Night 8,cn,1/4/2001,0.6,0,0,0,Released,"Comedy, Horror"
Troublesome Night 11,cn,5/17/2001,0.6,0,0,92,Released,"Comedy, Horror"
Troublesome Night 13,cn,1/24/2002,0.6,0,0,0,Released,"Comedy, Horror"
In the Wake of Sirens,en,10/16/2012,0.6,0,0,8,Released,Horror
Under Dark,en,12/31/2014,0.6,0,0,3,Released,Horror
Kammaren,sv,5/4/2007,0.6,0,0,38,Released,Horror
"March the 13th, 1941",sv,10/7/2005,0.6,0,0,5,Released,Horror
The Terror Stalkers,de,11/13/2015,0.6,0,0,0,Released,Horror
Some Stories Are Better Left Untold.,de,10/19/2015,0.6,0,0,76,Released,Horror
Alienween,it,3/4/2016,0.6,0,0,90,Released,"Horror, Science Fiction"
The Picture in the House,en,10/1/2010,0.6,0,0,13,Released,Horror
The Music of Jo Hyeja,en,10/13/2012,0.6,0,0,21,Released,Horror
A Hole in the Ground,en,9/1/2018,0.6,0,0,15,Released,"Horror, Mystery"
Kigai (Paranormal Town) Vol. 2,ja,6/30/2008,0.6,0,0,65,Released,"Horror, Science Fiction"
Kigai (Paranormal Town) Vol. 1,ja,1/30/2008,0.6,0,0,65,Released,"Horror, Science Fiction"
Zombiehagen,da,11/14/2014,0.6,17000,0,24,Released,"Action, Horror, Thriller, War"
Root of Darkness,en,10/15/2016,0.6,0,0,65,Released,"Fantasy, Horror"
The Cruel Tale of the Medicine Man,en,12/21/2015,0.6,0,0,90,Released,"Comedy, Fantasy, Horror"
Holgi,de,2/27/2000,0.6,0,0,0,Released,Horror
Boudoir,en,11/27/2014,0.6,0,0,10,Released,Horror
Florinda,en,2/1/1973,0.6,0,0,0,Released,Horror
3D Saamri,en,1/1/1985,0.6,0,0,102,Released,"Fantasy, Horror, Music, Mystery, Romance"
Y2K: Shutdown Detected,en,12/31/1999,0.6,0,0,0,Released,"Horror, Science Fiction"
Muñeca,en,7/5/2013,0.6,0,0,4,Released,Horror
Evil Heart,ja,1/10/1985,0.6,0,0,35,Released,"Drama, Horror"
If I Were 1000 Years Old,fr,1/14/1983,0.6,0,0,90,Released,"Fantasy, Horror, Mystery"
A Perfect Blue Sky,fr,12/31/2016,0.6,0,0,35,Released,"Drama, Horror"
Even Kids Started Small,he,1/1/2006,0.6,0,0,30,Released,Horror
L'Elue des Enfers,fr,1/10/1985,0.6,0,0,36,Released,Horror
Les Proies du Mal,en,2/10/1982,0.6,0,0,172,Released,Horror
Last Halloween,en,1/1/2011,0.6,0,0,7,Released,"Drama, Horror, Romance"
Hemophilia,fr,2/10/1985,0.6,0,0,17,Released,"Horror, Science Fiction"
Sinistre,en,4/25/1994,0.6,10000,10000,73,Released,Horror
Crimson Dance,en,7/22/2016,0.6,0,0,4,Released,Horror
Stabbed in the Face,en,4/6/2004,0.6,0,0,81,Released,Horror
Infame,es,10/23/2011,0.6,0,0,8,Released,"Drama, Horror"
Óbito,es,2/25/2010,0.6,0,0,0,Released,Horror
Agón,es,6/24/2013,0.6,0,0,16,Released,"Horror, Mystery"
Call to Forehead,en,1/1/2011,0.6,0,0,1,Released,"Comedy, Horror, Thriller"
Video Tape Terror,en,1/22/2013,0.6,0,0,81,Released,Horror
Inicuo: The Brotherhood,en,12/17/2016,0.6,0,0,90,Released,"Drama, Horror, Mystery, Thriller"
Tik-Tik,en,5/31/2016,0.6,0,0,3,Released,Horror
Thriller,hi,1/1/2009,0.6,0,0,110,Released,"Comedy, Horror"
Revestriction,fr,1/1/1989,0.6,0,0,3,Released,"Comedy, Horror, Thriller"
Graffiti,fr,1/1/1989,0.6,0,0,2,Released,"Comedy, Horror, Thriller"
The Elephant Graveyard,fr,1/1/1989,0.6,0,0,4,Released,"Comedy, Horror, Thriller"
Bottling,fr,1/1/1989,0.6,0,0,4,Released,"Comedy, Horror, Thriller"
Interrogation,fr,1/1/1989,0.6,0,0,5,Released,"Comedy, Horror, Thriller"
The Last Fly,fr,1/1/1989,0.6,0,0,6,Released,"Comedy, Horror, Thriller"
TV Buster,fr,1/1/1989,0.6,0,0,8,Released,"Comedy, Horror, Thriller"
Cyclops,fr,1/1/1989,0.6,0,0,4,Released,"Comedy, Horror, Thriller"
Physical Sculpture,fr,1/1/1989,0.6,0,0,4,Released,"Comedy, Horror, Thriller"
A Photograph,en,3/22/1977,0.6,0,0,72,Released,"Drama, Horror"
Blood Orgy At Beaver Lake,en,7/6/2012,0.6,0,0,71,Released,Horror
Geist,en,1/1/2015,0.6,0,0,11,Released,"Animation, Drama, Horror"
Charm,en,1/25/2002,0.6,0,0,70,Released,Horror
Tarot,id,5/17/2015,0.6,609,0,110,Released,Horror
Kampung Zombie,id,3/19/2015,0.6,0,0,81,Released,Horror
American Hell,en,9/25/2014,0.6,0,0,8,Released,Horror
Regissören,sv,12/21/2011,0.6,0,0,0,Released,Horror
Jessika,es,4/26/2011,0.6,0,0,20,Released,Horror
The Curve,en,1/1/2004,0.6,0,0,6,Released,"Horror, Thriller"
The Shrieking,en,1/1/2008,0.6,0,0,0,Released,Horror
Collinsville Two: Axes of Evil,en,1/1/2004,0.6,10000,0,78,Released,"Comedy, Horror"
The Cycle,en,1/1/2003,0.6,0,0,7,Released,"Drama, Horror, Mystery, Thriller"
The Ditch,en,4/7/2008,0.6,0,0,5,Released,"Drama, Horror"
Deadbox,es,11/17/2017,0.6,0,0,100,Released,"Action, Horror, Mystery, Thriller"
T is for Tiles,en,9/20/2011,0.6,0,0,4,Released,Horror
A Long Journey Toward Death,es,7/3/1968,0.6,0,0,87,Released,"Crime, Drama, Horror, Mystery"
City of the Dream Demons,en,4/29/2014,0.6,0,0,74,Released,Horror
Burn,en,1/1/2011,0.6,0,0,5,Released,"Action, Crime, Horror, Thriller"
Nighty night,ja,2/8/1986,0.6,0,0,75,Released,Horror
Mortified,en,4/17/2009,0.6,0,0,2,Released,Horror
The Suicide Tapes,en,7/25/2010,0.6,0,0,26,Released,"Horror, Thriller"
Else,fr,3/1/2007,0.6,0,0,18,Released,"Drama, Horror, Romance, Thriller"
The Gate of the Hell,cn,8/5/1978,0.6,0,0,76,Released,Horror
Cupcake: A Zombie Lesbian Musical,en,12/9/2011,0.6,0,0,18,Released,"Comedy, Horror"
M is for Marble,en,1/1/2013,0.6,0,0,3,Released,"Horror, Thriller"
M is for Messiah,en,1/1/2013,0.6,0,0,3,Released,"Horror, Thriller"
The Waxing Moon,en,1/1/1976,0.6,0,0,96,Released,Horror
#NAME?,es,10/23/2015,0.6,0,0,13,Released,Horror
Play House,en,7/21/2012,0.6,0,0,9,Released,"Drama, Horror, Thriller"
Happy Birthday to You!,es,1/1/2006,0.6,0,0,13,Released,"Crime, Drama, Horror, Thriller"
Paisley,en,8/1/2014,0.6,0,0,11,Released,Horror
Testimony of the Unspeakable,en,4/1/2015,0.6,0,0,7,Released,"Documentary, Horror"
Other,en,7/27/2012,0.6,0,0,14,Released,"Drama, Horror, Science Fiction, Thriller"
Du blues dans la tête,en,1/2/1981,0.6,0,0,83,Released,"Crime, Horror, Thriller"
Fathom,en,1/1/2013,0.6,2000,0,8,Released,Horror
Nasciturus: Which Will Be Born,es,7/28/2015,0.6,0,0,90,Released,Horror
Creeporia,en,1/1/2014,0.6,0,0,0,Released,"Comedy, Horror"
Manatsu Girl,ja,8/12/1987,0.6,0,0,96,Released,"Drama, Fantasy, Horror, Mystery, Science Fiction, Thriller"
The Other Side of the Witching Hour,en,11/24/2016,0.6,0,0,8,Released,Horror
Horror Icon,en,8/28/2016,0.6,0,0,60,Released,"Documentary, Horror"
Salvation,es,9/17/2017,0.6,0,0,0,Released,"Drama, Fantasy, Horror"
The Cabinet of Francis,ko,7/22/2016,0.6,0,0,85,Released,"Horror, Mystery, Thriller"
"Necropolis, Ashes to Ashes",es,1/1/2016,0.6,0,0,20,Released,Horror
Spooks A-Poppin',en,1/1/1992,0.6,0,0,0,Released,"Documentary, Horror"
Deyyam,te,6/1/1996,0.6,0,0,86,Released,Horror
Portrait in Prussian Blue,ja,7/26/1986,0.6,0,0,95,Released,"Drama, Fantasy, Horror"
The Curse of Chopsticks,zh,6/17/2016,0.6,0,0,87,Released,"Horror, Thriller"
Is It You?,et,2/1/2013,0.6,0,0,10,Released,"Horror, Thriller"
Loverboy,en,3/17/2012,0.6,0,0,93,Released,"Horror, Thriller"
Angry,en,12/1/2010,0.6,750000,0,85,Released,"Action, Drama, Horror"
I Was a Teenage Mummy,en,12/31/1992,0.6,0,0,48,Released,Horror
Tear Us Apart,en,12/1/2020,0.6,100000,0,81,Released,"Horror, Thriller"
Chip & Bernie's Zomance,en,10/17/2015,0.6,0,0,70,Released,"Adventure, Comedy, Horror"
Who's Afraid of Mr. Greedy,en,7/5/2011,0.6,0,0,5,Released,"Animation, Horror"
Behind the Bush,fr,11/19/2013,0.6,0,0,12,Released,Horror
Snuff: Diary of a Serial Killer,es,12/12/2016,0.6,0,0,0,Released,Horror
Undead Apocalypse,en,7/1/2012,0.6,0,0,83,Released,Horror
Dial D for Demons,cn,3/18/2000,0.6,0,0,87,Released,Horror
Video Geisteskrank,sv,11/17/2008,0.6,0,0,20,Released,"Horror, Mystery"
Angel of Light,en,6/15/1986,0.6,0,0,47,Released,"Drama, Horror, Thriller"
Julie Knew Her Killer,en,1/1/1998,0.6,0,0,1,Released,"Drama, Horror"
"Electrical Substation, Stay Safe Stay Out",en,1/1/1989,0.6,0,0,1,Released,"Drama, Horror"
Eight Clouds Rising,en,10/25/1997,0.6,0,0,60,Released,"Adventure, Animation, History, Horror"
Merry Little Christmas,es,5/6/2010,0.6,0,0,20,Released,Horror
Pretty Body: Frankenstein's Love,ja,9/30/1988,0.6,0,0,54,Released,"Comedy, Horror, Romance, Science Fiction"
Almohadón de Plumas,es,9/30/1988,0.6,0,0,80,Released,Horror
Homicidal Maniac,en,11/9/2000,0.6,0,0,93,Released,"Crime, Drama, Horror, Thriller"
Zoo School,it,5/22/2015,0.6,0,0,78,Released,"Drama, Horror"
Aqualorius!,da,7/16/2009,0.6,450000,0,12,Released,Horror
Onne,ja,3/17/2006,0.6,0,0,95,Released,Horror
The Bite,de,1/10/1984,0.6,0,0,84,Released,"Drama, Horror"
Bayam Oru Payanam,ta,8/26/2016,0.6,0,0,127,Released,"Horror, Thriller"
High School Spirits,en,4/5/1986,0.6,0,0,0,Released,"Comedy, Horror"
Burp!,nl,9/30/1986,0.6,0,0,11,Released,"Comedy, Crime, Horror"
Dawn,fr,9/30/1989,0.6,0,0,14,Released,"Horror, Romance"
Kookie,en,6/2/2016,0.6,0,0,13,Released,Horror
Inside Scarlett,en,4/21/2016,0.6,0,0,89,Released,"Comedy, Horror"
Innsmouth,en,8/19/2015,0.6,0,0,11,Released,"Horror, Mystery"
Ghost Villa,ml,6/3/2016,0.6,0,0,99,Released,Horror
Balloon,ta,12/29/2017,0.6,0,0,146,Released,"Horror, Thriller"
3Sum,id,1/31/2013,0.6,0,0,93,Released,"Action, Drama, Horror, Thriller"
Look If You Dare,en,7/19/2016,0.6,0,0,4,Released,Horror
Three,en,8/26/2016,0.6,0,0,6,Released,"Horror, Thriller"
Y te sacarán los ojos,es,6/11/2015,0.6,0,0,0,Released,"Drama, Horror, Thriller"
Abro Ne Bayie 2,tw,1/1/2008,0.6,0,0,88,Released,Horror
Wake Up to Kill 3,th,1/1/1990,0.6,0,0,83,Released,"Action, Adventure, Comedy, Horror"
Seething,en,5/14/2013,0.6,0,0,59,Released,Horror
Riven,en,9/25/2015,0.6,0,0,9,Released,Horror
El Deseo,es,2/2/2015,0.6,0,0,11,Released,"Drama, Horror, Thriller"
When Pen Ghost Meets Plate Ghost,zh,7/15/2016,0.6,0,0,90,Released,Horror
When Susurrus Stirs,en,9/2/2016,0.6,0,0,10,Released,Horror
Biest,de,4/12/2014,0.6,0,0,75,Released,"Horror, Mystery, Romance"
Moderation,en,2/11/2016,0.6,0,0,149,Released,Horror
The Ghosting,en,11/1/1991,0.6,375000,0,110,Released,Horror
Black Dog,en,11/27/2006,0.6,0,0,14,Released,"Drama, Horror"
Dense Fear,en,1/1/2003,0.6,0,0,51,Released,Horror
Jenny,id,9/5/2016,0.6,0,0,11,Released,Horror
Roohani Taaqat,hi,1/1/1991,0.6,0,0,119,Released,Horror
Bhago Bhoot Aayaa,hi,6/21/1985,0.6,0,0,126,Released,"Comedy, Horror"
The Cutting Room Floor,en,10/27/2012,0.6,0,0,0,Released,Horror
Sanguivorous,ja,7/28/2007,0.6,0,0,56,Released,Horror
Villemolle 81,fr,8/9/2009,0.6,0,0,90,Released,"Comedy, Horror, Music"
Flesh Area,pl,1/4/2009,0.6,0,0,64,Released,"Comedy, Horror"
Blue Moon,en,11/15/2015,0.6,0,0,12,Released,"Comedy, Horror"
Burlap,en,4/22/2016,0.6,0,0,13,Released,Horror
Bleed the Night,en,3/15/2016,0.6,0,0,14,Released,Horror
Family Sins,en,10/25/1987,0.6,0,0,91,Released,"Horror, Thriller"
Heavy Makeup,en,11/10/2016,0.6,0,0,110,Released,"Crime, Drama, Horror, Mystery, Thriller"
Lasiurus,en,4/12/2016,0.6,0,0,10,Released,Horror
Losing Face,en,7/31/2016,0.6,0,0,5,Released,"Drama, Horror, Science Fiction"
Chennai Koottam,ml,3/4/2016,0.6,0,0,108,Released,"Comedy, Horror"
The Scavengers,en,1/10/1987,0.6,0,0,1,Released,"Documentary, Horror"
Total Detox,cs,1/28/2011,0.6,0,0,97,Released,Horror
The Thing Inside,es,10/22/2016,0.6,0,0,12,Released,"Horror, Thriller"
Thirst,es,6/15/2016,0.6,0,0,75,Released,"Drama, Horror, Thriller"
Error in the Ménage,en,2/23/2014,0.6,0,0,0,Released,"Comedy, Drama, Horror"
Bloodspray,en,9/11/2016,0.6,0,0,7,Released,"Comedy, Horror, Music"
Urban Nightmare,en,3/18/2003,0.6,0,0,120,Released,Horror
All Killer,en,8/15/2016,0.6,0,0,19,Released,"Comedy, Horror, Music"
The Man with the Giant Hat,es,1/1/1950,0.6,0,0,103,Released,Horror
Destination Nightmare,en,3/8/1958,0.6,0,0,100,Released,"Fantasy, Horror"
Jack the Ripper,en,3/8/1958,0.6,0,0,75,Released,"Fantasy, Horror"
Shock Cinema: Volume Three,en,1/1/1991,0.6,0,0,58,Released,"Documentary, Horror"
Fortress of the Dead,en,1/1/1965,0.6,0,0,75,Released,Horror
Demented,en,1/1/1994,0.6,0,0,95,Released,Horror
Virgin Sacrifices,en,1/1/1996,0.6,0,0,80,Released,Horror
Demonatrix,en,2/2/2000,0.6,0,0,75,Released,Horror
Stella Buio,en,1/1/2012,0.6,0,0,16,Released,Horror
Virginia Obscura,en,2/21/2014,0.6,10000,0,112,Released,Horror
G for Grandad,en,10/2/2014,0.6,0,0,4,Released,Horror
Cartoon Horrors!,en,1/1/2016,0.6,0,0,7,Released,Horror
A Noite do Vampiro,pt,6/6/2006,0.6,0,0,6,Released,"Animation, Comedy, Horror"
Deads,en,3/14/2014,0.6,0,0,6,Released,"Comedy, Horror"
Macharrán,es,6/29/2016,0.6,0,0,0,Released,"Drama, Horror"
Night Prowlers 2,es,11/24/1999,0.6,0,0,24,Released,Horror
Scientifically Perfect,en,1/1/1996,0.6,0,0,73,Released,"Horror, Science Fiction"
The Twelfth Hour,es,11/1/2007,0.6,0,0,20,Released,"Horror, Mystery"
The Vampyre by John W. Polidori: Images of a Nightmare,es,6/22/2007,0.6,0,0,24,Released,Horror
Deep Above,en,1/1/1994,0.6,0,0,90,Released,"Fantasy, Horror, Mystery"
Teddy Scares,en,6/28/2006,0.6,0,0,7,Released,"Animation, Comedy, Horror"
Escaping the Dead,da,1/1/2017,0.6,0,0,76,Released,Horror
Slaughter Night,de,1/10/1987,0.6,0,0,5,Released,Horror
Dangerous Stories,ja,7/8/1989,0.6,0,0,105,Released,"Crime, Horror, Science Fiction"
Fun N Games,en,1/1/2013,0.6,0,0,108,Released,Horror
Devil's Body,ja,3/25/1987,0.6,0,0,45,Released,"Horror, Science Fiction"
The Cabinet in the Woods,en,9/18/2016,0.6,0,0,5,Released,"Comedy, Horror"
Bikini Mayhem,ru,6/5/2015,0.6,0,0,78,Released,"Horror, Thriller"
A Stranger Kind,en,3/27/2015,0.6,0,0,23,Released,"Comedy, Horror"
Kadence,en,1/12/2016,0.6,0,0,23,Released,"Drama, Horror"
Daerah Terlarang,id,9/22/2016,0.6,0,0,80,Released,"Comedy, Horror"
The Crawling Brain,en,1/1/2002,0.6,0,0,0,Released,"Horror, Science Fiction"
The Witch And The Cow,lv,1/10/1991,0.6,0,0,2,Released,"Animation, Comedy, Horror"
The Lost Tour,vi,10/10/2015,0.6,0,0,0,Released,Horror
See you later Cowabunga: La maldición del cenachero diabólico!,es,3/6/2004,0.6,0,0,70,Released,"Comedy, Horror"
Miss Strangelove,en,1/6/2013,0.6,400000,0,90,Released,"Horror, Music"
For Christ's Sake,en,6/6/2010,0.6,100000,0,100,Released,Horror
The Screening,en,1/1/2007,0.6,138000,0,0,Released,Horror
In the Woods,en,5/6/2005,0.6,0,0,0,Released,Horror
Neal,en,3/11/2011,0.6,0,0,4,Released,"Comedy, Horror"
Too Focused,en,8/15/2012,0.6,0,0,25,Released,Horror
Breath of Hate,en,6/10/2011,0.6,0,0,0,Released,"Drama, Horror, Romance"
Tortured Soul 3: The Willing Flesh,en,1/1/2004,0.6,0,0,73,Released,Horror
Tortured Soul 2,en,1/1/1994,0.6,0,0,0,Released,Horror
Tortured Soul,en,1/1/1992,0.6,0,0,0,Released,Horror
Ice Scream,en,1/1/1997,0.6,0,0,62,Released,Horror
Givertaker,en,9/23/2016,0.6,0,0,11,Released,Horror
Zone,en,8/29/2012,0.6,0,0,110,Released,"Action, Horror, Mystery, Science Fiction"
Satanic Cults and Ritual Crime,en,1/1/1990,0.6,0,0,13,Released,"Crime, Documentary, Horror"
Theater Dark Video Magazine,en,1/1/1996,0.6,0,0,60,Released,"Documentary, Horror"
Psycho Sisters,en,1/1/1994,0.6,0,0,78,Released,Horror
The Landlady,en,10/31/2013,0.6,6500,0,26,Released,Horror
Death by Love,en,1/1/1991,0.6,0,0,0,Released,Horror
Ο στραγγαλιστής της Συγγρού,el,4/12/1989,0.6,0,0,90,Released,"Crime, Horror, Thriller"
Blood Room,es,10/15/2016,0.6,0,0,78,Released,"Comedy, Horror"
Past and Present,zh,9/21/2016,0.6,0,0,89,Released,Horror
Dug Up,en,10/24/2013,0.6,0,0,0,Released,"Comedy, Horror"
X Game 2,en,4/21/2012,0.6,0,0,99,Released,Horror
"No. 32, B District",zh,7/3/2011,0.6,0,2319335,87,Released,"Drama, Horror, Thriller"
Hotel Hollywood,en,1/1/2010,0.6,0,0,120,Released,Horror
Help Me First,en,9/23/2016,0.6,0,0,10,Released,Horror
Alkarısı: Cinnet,tr,6/26/2015,0.6,0,0,0,Released,Horror
M Is for Mime Time,en,10/25/2013,0.6,0,0,3,Released,Horror
Ootake Shinobu no Reikan Shoujo,ja,9/25/1980,0.6,0,0,0,Released,"Drama, Horror"
The Dweller,en,5/1/2016,0.6,0,0,6,Released,Horror
A Four Course Meal,en,4/23/2006,0.6,0,0,95,Released,Horror
Spook Train: Room One – Curtains,en,7/27/2017,0.6,0,0,8,Released,"Animation, Comedy, Horror"
Hallucinative Comas,de,3/1/1991,0.6,0,0,47,Released,"Comedy, Documentary, Horror, Science Fiction"
A Romantic Ghost Story,en,7/30/1988,0.6,0,0,82,Released,Horror
Trapped!,en,1/1/1994,0.6,0,0,90,Released,"Horror, Thriller"
Halloween Horrors,en,1/1/1992,0.6,0,0,80,Released,Horror
Curse of the Swamp Creature,en,1/1/1993,0.6,0,0,90,Released,Horror
Psycho Vampire,en,1/1/1992,0.6,0,0,90,Released,Horror
Psycho Dance,en,1/1/1992,0.6,0,0,75,Released,Horror
The Vampire's Curse,en,1/1/1998,0.6,0,0,0,Released,Horror
The End of Mara,en,6/2/2016,0.6,0,0,15,Released,Horror
In a Lonely Place,en,1/8/2016,0.6,0,0,0,Released,Horror
Evil Dark,en,10/31/2014,0.6,0,0,0,Released,Horror
Night on Has Been Mountain,en,1/1/2010,0.6,0,0,45,Released,"Comedy, Horror"
Shock Cinema: Volume Four,en,1/1/1991,0.6,0,0,57,Released,"Documentary, Horror"
A House of Mad Souls,th,1/1/2003,0.6,0,0,83,Released,Horror
Violence in Cold Blood,en,1/1/1989,0.6,0,0,85,Released,Horror
Blood Dreams,en,1/1/1991,0.6,0,0,40,Released,Horror
Valerie,en,1/1/1992,0.6,0,0,0,Released,Horror
Yamamoto Eri becomes Recoverability Zero,ja,4/23/2016,0.6,0,0,81,Released,"Drama, Horror, Thriller"
The Cursed House,ar,1/1/1987,0.6,0,0,120,Released,"Horror, Thriller"
La venganza del silla de ruedas,es,1/1/1993,0.6,0,0,0,Released,Horror
The Man Who Returned From Death,es,1/1/1990,0.6,0,0,103,Released,Horror
Killer Mind,es,1/1/1987,0.6,0,0,77,Released,Horror
World of Awe and Dread,tl,5/17/1974,0.6,0,0,0,Released,Horror
The Creeping Hand,tl,7/26/1974,0.6,0,0,0,Released,Horror
At Lumaganap Ang Lagim,tl,11/21/1975,0.6,0,0,0,Released,Horror
Nurse Jill,en,10/11/2016,0.6,0,0,96,Released,"Drama, Horror, Thriller"
Family Covenant,en,8/9/2016,0.6,0,0,55,Released,Horror
Night of Kliwon Friday,en,1/1/1986,0.6,0,0,0,Released,Horror
Hantu Ambulance,id,2/21/2008,0.6,0,0,93,Released,Horror
Birth in the Grave,id,1/1/1972,0.6,0,0,91,Released,Horror
Queen of the South Sea Spell,en,1/1/1991,0.6,0,0,0,Released,"Drama, Fantasy, Horror"
Incarnation of the Snake Goddess,id,1/1/1990,0.6,0,0,94,Released,"Fantasy, Horror"
Crazy Desire,id,1/1/1973,0.6,0,0,95,Released,"Drama, Horror, Mystery, Thriller"
Oh My Ghost! 4,th,10/5/2015,0.6,0,100000,106,Released,"Comedy, Horror"
Visions,en,1/1/1989,0.6,0,0,90,Released,"Horror, Thriller"
I Want You Inside Me,en,5/1/2016,0.6,0,0,13,Released,"Horror, Mystery"
Imitations,en,9/9/2016,0.6,0,0,10,Released,"Comedy, Horror"
Nightshadows,en,6/1/2004,0.6,0,0,16,Released,Horror
Julia Wept,en,12/29/2000,0.6,0,0,30,Released,"Drama, Horror"
Ghost Gunfighter,en,1/1/1995,0.6,0,0,86,Released,Horror
And the Devil Makes Three,en,9/26/2016,0.6,0,0,97,Released,Horror
13 Courts Mortels,fr,10/3/2006,0.6,0,0,0,Released,"History, Horror, Mystery"
The Witching,en,11/25/1983,0.6,0,0,87,Released,Horror
No Caller I.D.,en,10/23/2016,0.6,0,0,9,Released,Horror
Ride with the Devil,en,1/1/1999,0.6,0,0,89,Released,Horror
Yudelmi,es,10/5/2017,0.6,0,0,0,Released,Horror
Diabolical Shudder,es,6/27/1972,0.6,0,0,85,Released,Horror
Antidote for Witchcraft,id,1/1/1979,0.6,0,0,98,Released,Horror
Chased by Sins,id,1/1/1974,0.6,0,0,99,Released,"Drama, Horror"
Whispering Soul,id,1/1/1988,0.6,0,0,79,Released,Horror
The Magic Amethyst,id,1/1/1988,0.6,0,0,90,Released,Horror
Jockstrap Slaughterhouse,en,10/5/2016,0.6,1000,600,50,Released,Horror
Possessed Grandmother in the Eerie House,id,1/1/1988,0.6,0,0,78,Released,Horror
The Possessed Grandmother,id,1/1/1987,0.6,0,0,92,Released,Horror
Spirit,id,1/1/1989,0.6,0,0,77,Released,Horror
Treasure Mystery,id,1/1/1989,0.6,0,0,82,Released,"Adventure, Fantasy, Horror"
Midnight Guest,id,1/1/1989,0.6,0,0,86,Released,Horror
A Young Wife's Witchcraft,id,11/22/1977,0.6,0,0,94,Released,"Drama, Fantasy, Horror"
Night Screams,id,1/1/1981,0.6,0,0,0,Released,Horror
Black Magic Wizard,id,1/1/1981,0.6,0,0,87,Released,Horror
Limbos,en,2/26/2014,0.6,10000,0,27,Released,"Comedy, Horror, Romance"
Heat of the Night Blanket,id,1/1/1982,0.6,0,0,86,Released,Horror
Alligator Queen,id,1/1/1983,0.6,0,0,82,Released,"Action, Fantasy, Horror"
Snake Princess,id,1/1/1984,0.6,0,0,87,Released,"Fantasy, Horror"
Eat Me: A Zombie Musical,en,10/14/2009,0.6,0,0,84,Released,"Horror, Music"
Anita: Female Snakes,id,1/1/1984,0.6,0,0,91,Released,Horror
Woman's Transformation (Nyupang),id,1/1/1990,0.6,0,0,81,Released,"Drama, Fantasy, Horror"
Snake Queen's Love Story,id,1/1/1989,0.6,0,0,79,Released,"Drama, Fantasy, Horror"
Midnight Thunder,id,1/1/1990,0.6,0,0,81,Released,Horror
Satan's Revenge,id,1/1/1989,0.6,0,0,78,Released,Horror
Bloody Wedding,id,1/1/1987,0.6,0,0,95,Released,Horror
Bloody Love,id,1/1/1989,0.6,0,0,84,Released,Horror
Snake Queen,id,1/1/1972,0.6,0,0,113,Released,Horror
Magic Implants,id,1/1/1989,0.6,0,0,77,Released,Horror
Night Virgin,id,1/1/1974,0.6,0,0,97,Released,"Drama, Horror"
Little Devil,id,1/1/1978,0.6,0,0,0,Released,Horror
Face of a Killer,id,1/1/1972,0.6,0,0,0,Released,"Horror, Mystery"
Satan's Cemetery,id,1/1/1975,0.6,0,0,85,Released,Horror
Curious Spirit,id,1/1/1975,0.6,0,0,86,Released,Horror
Old Building Tenant,id,1/1/1975,0.6,0,0,79,Released,Horror
Satan in Her,id,1/1/1974,0.6,0,0,89,Released,Horror
The Angry Man,id,1/1/1972,0.6,0,0,0,Released,"Drama, Horror, Thriller"
Lisa,id,1/1/1971,0.6,0,0,0,Released,"Drama, Horror"
Inheritance,id,1/1/1989,0.6,0,0,95,Released,"Action, Horror, Thriller"
Because the Dawn,en,11/8/1988,0.6,0,0,40,Released,"Horror, Romance"
Mark of Lilith,en,10/9/1986,0.6,0,0,33,Released,"Horror, Mystery, Romance"
Jonathan of the Night,en,10/19/1987,0.6,0,0,12,Released,"Crime, Fantasy, Horror"
Bundle of Nerves,en,12/7/2014,0.6,0,0,6,Released,"Comedy, Horror"
Seducing Witchcraft,id,1/1/1987,0.6,0,0,93,Released,Horror
Corpse Hunter,id,1/1/1972,0.6,0,0,0,Released,"Horror, Thriller"
Drakula Mantu,id,1/1/1974,0.6,0,0,95,Released,"Comedy, Horror"
Female Ghost,id,1/1/1974,0.6,0,0,100,Released,Horror
Goddess of Night,id,1/1/1978,0.6,0,0,0,Released,Horror
The Jealous Ghost,id,1/1/1973,0.6,0,0,0,Released,"Comedy, Horror"
Wishing to Get Rich Quick,id,1/1/1976,0.6,0,0,0,Released,"Fantasy, Horror"
The Curse of Nyai Roro Kidul,id,1/1/1979,0.6,0,0,77,Released,Horror
The Haunted House,id,1/1/1981,0.6,0,0,84,Released,Horror
Kiss and Be Killed,en,1/1/1991,0.6,0,0,92,Released,"Horror, Thriller"
Demon Monkey,id,1/1/1988,0.6,0,0,82,Released,Horror
Demon of Gonggo Gulf,id,1/1/1988,0.6,0,0,91,Released,"Adventure, Fantasy, Horror"
Resurrected from the Grave,id,1/1/1988,0.6,0,0,89,Released,Horror
Monkey Worship,id,1/1/1988,0.6,0,0,93,Released,Horror
Satan's Whisper,id,1/1/1985,0.6,0,0,89,Released,Horror
Sting of the Red Spider,id,1/1/1989,0.6,0,0,84,Released,Horror
Snap of Red Spider's Web,id,1/1/1989,0.6,79,0,0,Released,"Action, Horror"
The Magic Man,id,1/1/1981,0.6,0,0,112,Released,Horror
The Legacy of Reef Knowledge,id,1/1/1989,0.6,0,0,86,Released,"Action, Fantasy, Horror"
Eerie Cemetery,id,1/1/1987,0.6,0,0,85,Released,Horror
Wewe Gombel,en,1/1/1988,0.6,0,0,83,Released,Horror
